id_hci,faci_name,faci_own,faci_sub_own,faci_type,sp_sw,sp_eclaims,location_id,pro,province_city,if_top100,if_top460,nonpart_hf
LX0100,"CAVITE EAST ASIA MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,EUROLINK | COMLOGIK,COMLOGIK,IVACAVITE,IVA,CAVITE,,,false
LX0133,"SINILOAN PIONEER GENERAL HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,,false
Z00106,CITY OF GENERAL TRIAS DOCTORS MEDICAL CENTER INC.,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,Priority,false
Z00107,"GENTRI MEDICAL CENTER AND HOSPITAL, INC.",PRIVATE,CORPORATE,L2,MEDILINK | BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z00504,WESTLAKE MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,,false
Z00666,FABELLA-NARCISO MEDICAL & MATERNITY CLINIC,PRIVATE,CORPORATE,INF,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z00676,BACOOR DOCTORS MEDICAL CENTER,PRIVATE,CORPORATE,L1,EUROLINK | BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z03827,"DASMARIÑAS CITY MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,MEDILINK | BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z04171,"UNIHEALTH-SOUTHWOODS HOSPITAL AND MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,MEDILINK | BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,Priority,false
Z05517,"BINAKAYAN HOSPITAL AND MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,EUROLINK,EUROLINK,IVACAVITE,IVA,CAVITE,,,false
Z05575,"SILANG SPECIALISTS MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z05715,"CARMONA HOSPITAL AND MEDICAL CENTER, INC",PRIVATE,CORPORATE,L2,MEDILINK | KAISER,KAISER,IVACAVITE,IVA,CAVITE,,,false
Z05768,"GLOBAL MEDICAL CENTER OF LAGUNA, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,,false
Z05946,EASTERN LAGUNA MEDICAL HOSPITAL,PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,IVALAGUNA,IVA,LAGUNA,,,false
Z06457,GMF HOSPITAL,PRIVATE,CORPORATE,L1,EUROLINK | BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z06486,HEALTHWAY QUALIMED HOSPITAL SANTA ROSA,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,,false
Z06542,"GLOBAL CARE MEDICAL CENTER OF CANLUBANG,INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,,false
Z07082,"FIRST CABUYAO HOSPITAL AND MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,COMLOGIK,COMLOGIK,IVALAGUNA,IVA,LAGUNA,,,false
Z07134,"SAN PEDRO CALUNGSOD MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z07347,"GLOBAL CARE MEDICAL CENTER OF BAY, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,,false
Z07590,CITYMEDIC EMERGENCY HOSPITAL CORP.,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,,false
Z07605,"SOUTH CITY HOSPITAL AND MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,COMLOGIK | BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z07922,"CITY OF IMUS DOCTORS HOSPITAL, INC.",PRIVATE,CORPORATE,L2,COMLOGIK | BIZBOX,COMLOGIK,IVACAVITE,IVA,CAVITE,,,false
Z08424,"TANZA SPECIALISTS MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z08800,"SOUTH IMUS SPECIALIST HOSPITAL, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,Priority,false
Z11961,"UNIHEALTH-QUEZON HOSPITAL AND MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVAQUEZON,IVA,QUEZON,,,false
Z11964,TANZA DOCTORS HOSPITAL INC.,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z13035,"ACE MEDICAL CENTER SARIAYA, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVAQUEZON,IVA,QUEZON,,,false
Z13039,"MENDEZ SPECIALISTS MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z13533,AMSI DOCTORS' MEDICAL CENTER INC.,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,,true
290127,ADVENTIST HOSPITAL-PALAWAN INC.,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBPALAWAN,IVB,PALAWAN,,Priority,false
292126,PALAWAN BAPTIST HOSPITAL INC.,PRIVATE,CORPORATE,INF,BIZBOX,BIZBOX,IVBPALAWAN,IVB,PALAWAN,,,false
420131,SAINT PATRICK'S HOSPITAL MEDICAL CENTER,PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
420133,"GOLDEN GATE BATANGAS HOSPITAL, INC.",PRIVATE,CORPORATE,L2,EUROLINK | COMLOGIK | BIZBOX,COMLOGIK,IVBBATANGAS,IVB,BATANGAS,,,false
420528,"OUR LADY OF CAYSASAY MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,MEDILINK | COMLOGIK,MEDILINK,IVBBATANGAS,IVB,BATANGAS,,,false
420532,LEMERY DOCTORS MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
421633,N.L. VILLA MEMORIAL MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
421634,"SAN ANTONIO MEDICAL CENTER OF LIPA, INC.",PRIVATE,CORPORATE,L2,MEDILINK | BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
421639,DIVINE LOVE MEDICAL CENTER,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
421642,"MARY MEDIATRIX MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,Priority,false
421643,LIPA MEDIX MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,Priority,false
422229,"STO. ROSARIO HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
422231,PALMA-MALALUAN HOSPITAL,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
422727,"ST. FRANCES CABRINI MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,MEDILINK | STASH PH,STASH PH,IVBBATANGAS,IVB,BATANGAS,,,false
423235,TANAUAN MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
423237,"GONZALES MEDICAL & CHILDREN'S HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
440128,"STA. MARIA VILLAGE HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBORIENTAL MINDORO,IVB,ORIENTAL MINDORO,,,false
440129,"MARIA ESTRELLA GENERAL HOSPITAL, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBORIENTAL MINDORO,IVB,ORIENTAL MINDORO,,Priority,false
440133,HOSPITAL OF THE HOLY CROSS,PRIVATE,CORPORATE,L1,EUROLINK,EUROLINK,IVBORIENTAL MINDORO,IVB,ORIENTAL MINDORO,,,false
440826,"GRACE MISSION HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBORIENTAL MINDORO,IVB,ORIENTAL MINDORO,,,false
421428,"QUEEN MARY HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
422827,TAAL POLYMEDIC HOSPITAL AND MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX | EUROLINK | COMLOGIK,COMLOGIK,IVBBATANGAS,IVB,BATANGAS,,,false
422626,"SAN JUAN DOCTORS HOSPITAL,  INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
441626,PINAMALAYAN DOCTOR'S HOSPITAL,PRIVATE,CORPORATE,L1,EUROLINK,EUROLINK,IVBORIENTAL MINDORO,IVB,ORIENTAL MINDORO,,,false
422230,"CHRIST THE SAVIOUR GENERAL HOSPITAL,  INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
441629,ST. PAUL GENERAL HOSPITAL,PRIVATE,CORPORATE,INF,BIZBOX,BIZBOX,IVBORIENTAL MINDORO,IVB,ORIENTAL MINDORO,,,false
420534,METRO LEMERY MEDICAL CENTER,PRIVATE,CORPORATE,L2,EUROLINK | COMLOGIK,COMLOGIK,IVBBATANGAS,IVB,BATANGAS,,Priority,false
421644,METRO LIPA MEDICAL CENTER,PRIVATE,CORPORATE,L2,MEDILINK,MEDILINK,IVBBATANGAS,IVB,BATANGAS,,,false
422628,DIVINE CARE HOSPITAL,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
440135,"LUNA GOCO MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBORIENTAL MINDORO,IVB,ORIENTAL MINDORO,,,false
LX0004,BALAYAN BAYVIEW HOSPITAL AND MEDICAL CENTER,PRIVATE,CORPORATE,L1,TOPAZ | BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
LX0036,METRO SAN JOSE MEDICAL CENTER,PRIVATE,CORPORATE,L2,EUROLINK | COMLOGIK,COMLOGIK,IVBBATANGAS,IVB,BATANGAS,,,false
Z00112,UNITED DOCTORS OF ST. CAMILLUS DE LELLIS HOSPITAL AND MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
Z03421,JABEZ MEDICAL CENTER,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
Z05514,METRO BALAYAN MEDICAL CENTER,PRIVATE,CORPORATE,L2,EUROLINK | COMLOGIK,COMLOGIK,IVBBATANGAS,IVB,BATANGAS,,,false
Z05797,OSPITAL NG CALACA,PRIVATE,CORPORATE,L1,EUROLINK | COMLOGIK,COMLOGIK,IVBBATANGAS,IVB,BATANGAS,,,false
Z06088,SAINT PASCAL DE BAYLON HOSPITAL CORPORATION,PRIVATE,CORPORATE,L1,TOPAZ | BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
Z07267,BATANGAS HEALTHCARE SPECIALISTS MEDICAL CENTER,PRIVATE,CORPORATE,L2,COMLOGIK | BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
Z08844,ST. GERARD GENERAL HOSPITAL OF ROSARIO BATANGAS INC.,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
Z09921,SAN ANTONIO LIFE CARE HOSPITAL,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
Z10013,"GLOBAL CARE MEDICAL CENTER OF TALISAY, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
Z10097,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-PALAWAN, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBPALAWAN,IVB,PALAWAN,,,false
Z11670,UNITED DOCTORS OF ST. CAMILLUS DE LELLIS MABINI GENERAL HOSPITAL,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
Z13156,THE PARAMOUNT MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,true
Z13230,"MINDORO MEDICAL CENTER-CALAPAN, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBORIENTAL MINDORO,IVB,ORIENTAL MINDORO,,,true
262729,FATIMA UNIVERSITY MEDICAL CENTER CORPORATION,PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,NCR NORTHVALENZUELA CITY,NCR NORTH,VALENZUELA CITY,,,false
262735,CALALANG GENERAL HOSPITAL,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,NCR NORTHVALENZUELA CITY,NCR NORTH,VALENZUELA CITY,,,false
280126,"MEDICAL CENTER MANILA, INC.",PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,Priority,false
280137,MANILA DOCTORS HOSPITAL,PRIVATE,CORPORATE,L3,BIZBOX | EUROLINK,BIZBOX,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,Priority,false
280430,"TRINITY WOMAN & CHILD CENTER ""THE BIRTHPLACE""",PRIVATE,CORPORATE,L1,TTSI,TTSI,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,,false
280527,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,PRIVATE,CORPORATE,L3,EUROLINK | ESL,ESL,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,Top 100 HFs,Priority,false
280530,METROPOLITAN MEDICAL CENTER,PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,Priority,false
280626,HOSPITAL OF THE INFANT JESUS MEDICAL CENTER,PRIVATE,CORPORATE,L3,STASH PH,STASH PH,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,,false
280628,UNIVERSITY OF SANTO TOMAS HOSPITAL,PRIVATE,CORPORATE,L3,EUROLINK | BIZBOX,BIZBOX,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,Priority,false
280629,"PERPETUAL SUCCOR HOSPITAL & MATERNITY, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,Priority,false
280632,"MARY CHILES GENERAL HOSPITAL, INC.",PRIVATE,CORPORATE,L3,MEDILINK | STASH PH,MEDILINK,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,,false
280638,DE OCAMPO MEMORIAL MEDICAL CENTER,PRIVATE,CORPORATE,L1,MEDILINK | BIZBOX,BIZBOX,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,,false
280640,OUR LADY OF LOURDES HOSPITAL (CITY OF MANILA),PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,Priority,false
280737,"MARY JOHNSTON HOSPITAL, INC.",PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,,,false
310827,"MARTINEZ MEMORIAL HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,NCR NORTHCALOOCAN CITY,NCR NORTH,CALOOCAN CITY,,,false
310838,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC. (CALOOCAN CITY)",PRIVATE,CORPORATE,INF,EUROLINK | BIZBOX,BIZBOX,NCR NORTHCALOOCAN CITY,NCR NORTH,CALOOCAN CITY,,,false
310839,"LADY OF LOURDES HOSPITAL & COLLEGES OF CAYBIGA, INC. ",PRIVATE,CORPORATE,INF,BIZBOX,BIZBOX,NCR NORTHCALOOCAN CITY,NCR NORTH,CALOOCAN CITY,,,true
311227,"OUR LADY OF GRACE HOSPITAL, INC.",PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR NORTHCALOOCAN CITY,NCR NORTH,CALOOCAN CITY,,,false
311929,DR. VICTOR R. POTENCIANO MEDICAL CENTER,PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,NCR NORTHMANDALUYONG CITY,NCR NORTH,MANDALUYONG CITY,,Priority,false
310841,"NORTH CALOOCAN DOCTORS HOSPITAL, INC.",PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR NORTHCALOOCAN CITY,NCR NORTH,CALOOCAN CITY,,,false
LX0060,"MARKVIM HOSPITAL, INC.",PRIVATE,CORPORATE,INF,EUROLINK,EUROLINK,NCR NORTHCALOOCAN CITY,NCR NORTH,CALOOCAN CITY,,,false
Z00632,"BERMUDEZ POLYMEDIC HOSPITAL, INC.",PRIVATE,CORPORATE,L1,TTSI,TTSI,NCR NORTHCALOOCAN CITY,NCR NORTH,CALOOCAN CITY,,,false
Z04323,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER VALENZUELA, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR NORTHVALENZUELA CITY,NCR NORTH,VALENZUELA CITY,,Priority,false
Z12967,"MALABON HOSPITAL AND MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR NORTHMALABON CITY,NCR NORTH,MALABON CITY,,,false
Z13782,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER MANDALUYONG, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR NORTHMANDALUYONG CITY,NCR NORTH,MANDALUYONG CITY,,,true
311527,"UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,NCR SOUTHLAS PIÑAS CITY,NCR SOUTH,LAS PIÑAS CITY,,Priority,false
311529,"LAS PIÑAS DOCTORS HOSPITAL, INC.",PRIVATE,CORPORATE,L3,MEDILINK | BIZBOX,BIZBOX,NCR SOUTHLAS PIÑAS CITY,NCR SOUTH,LAS PIÑAS CITY,,Priority,false
311533,PAMPLONA HOSPITAL AND MEDICAL CENTER INC.,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR SOUTHLAS PIÑAS CITY,NCR SOUTH,LAS PIÑAS CITY,,,false
311534,ALABANG MEDICAL CLINIC - LAS PIÑAS BRANCH,PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR SOUTHLAS PIÑAS CITY,NCR SOUTH,LAS PIÑAS CITY,,,false
311536,"CHRIST THE KING MEDICAL CENTER UNIHEALTH LAS PIÑAS, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR SOUTHLAS PIÑAS CITY,NCR SOUTH,LAS PIÑAS CITY,,,false
311537,"LAS PIÑAS CITY MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR SOUTHLAS PIÑAS CITY,NCR SOUTH,LAS PIÑAS CITY,,,false
311630,MAKATI MEDICAL CENTER,PRIVATE,CORPORATE,L3,EUROLINK,EUROLINK,NCR SOUTHMAKATI CITY,NCR SOUTH,MAKATI CITY,Top 100 HFs,Priority,false
311632,"ST. CLARE'S MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,EUROLINK,EUROLINK,NCR SOUTHMAKATI CITY,NCR SOUTH,MAKATI CITY,,,false
311932,THE MEDICAL CITY,PRIVATE,CORPORATE,L3,(IN-HOUSE) | STASH PH,STASH PH,NCR SOUTHPASIG CITY,NCR SOUTH,PASIG CITY,Top 100 HFs,Priority,false
312432,ALABANG MEDICAL CLINIC,PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR SOUTHMUNTINLUPA CITY,NCR SOUTH,MUNTINLUPA CITY,,,false
312433,ALABANG MEDICAL CLINIC - MUNTINLUPA BRANCH,PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR SOUTHMUNTINLUPA CITY,NCR SOUTH,MUNTINLUPA CITY,,,false
312435,"MEDICAL CENTER MUNTINLUPA, INC.",PRIVATE,CORPORATE,L2,MEDILINK | BIZBOX,BIZBOX,NCR SOUTHMUNTINLUPA CITY,NCR SOUTH,MUNTINLUPA CITY,,,false
312436,ALABANG MEDICAL CENTER,PRIVATE,CORPORATE,L1,MEDILINK | COMLOGIK,COMLOGIK,NCR SOUTHMUNTINLUPA CITY,NCR SOUTH,MUNTINLUPA CITY,,,false
312826,"OLIVAREZ GENERAL HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,NCR SOUTHPARAÑAQUE CITY,NCR SOUTH,PARAÑAQUE CITY,,,false
312838,SOUTH SUPERHIGHWAY MEDICAL CENTER,PRIVATE,CORPORATE,L2,MEDILINK,MEDILINK,NCR SOUTHPARAÑAQUE CITY,NCR SOUTH,PARAÑAQUE CITY,,,false
312926,ADVENTIST MEDICAL CENTER MANILA,PRIVATE,CORPORATE,L3,TTSI | BIZBOX,BIZBOX,NCR SOUTHPASAY CITY,NCR SOUTH,PASAY CITY,,Priority,false
313031,"SALVE REGINA GENERAL HOSPITAL, INC.",PRIVATE,CORPORATE,L1,TTSI,TTSI,NCR SOUTHPASIG CITY,NCR SOUTH,PASIG CITY,,,false
312439,"ASIAN HOSPITAL, INC.",PRIVATE,CORPORATE,L3,MEDILINK,MEDILINK,NCR SOUTHMUNTINLUPA CITY,NCR SOUTH,MUNTINLUPA CITY,Top 100 HFs,Priority,false
312840,"UHBI - PARAÑAQUE DOCTORS HOSPITAL, INC.",PRIVATE,CORPORATE,L2,MEDILINK | BIZBOX,BIZBOX,NCR SOUTHPARAÑAQUE CITY,NCR SOUTH,PARAÑAQUE CITY,,,false
313638,ST. LUKE'S MEDICAL CENTER - GLOBAL CITY,PRIVATE,CORPORATE,L3,MEDILINK,MEDILINK,NCR SOUTHTAGUIG CITY,NCR SOUTH,TAGUIG CITY,Top 100 HFs,Priority,false
313044,"ST. CHRISTIANA HOSPITAL, INC.",PRIVATE,CORPORATE,L1,TTSI,TTSI,NCR SOUTHPASIG CITY,NCR SOUTH,PASIG CITY,,,false
LX0034,HOLYLIFE HOSPITAL,PRIVATE,CORPORATE,L1,EUROLINK,EUROLINK,NCR SOUTHPASIG CITY,NCR SOUTH,PASIG CITY,,,false
Z04392,"UNIHEALTH PARAÑAQUE HOSPITAL AND MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX | MEDILINK,BIZBOX,NCR SOUTHPARAÑAQUE CITY,NCR SOUTH,PARAÑAQUE CITY,,,false
Z04939,THE PREMIER MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR SOUTHPARAÑAQUE CITY,NCR SOUTH,PARAÑAQUE CITY,,,false
Z05592,"MEDICAL CENTER OF TAGUIG CITY, INC.",PRIVATE,CORPORATE,L2,COMLOGIK | KAISER,MEDSYS,NCR SOUTHTAGUIG CITY,NCR SOUTH,TAGUIG CITY,,Priority,false
Z05733,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-PATEROS, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR SOUTHPATEROS,NCR SOUTH,PATEROS,,,false
Z05821,"MARIKINA DOCTORS HOSPITAL AND MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,NCR SOUTHPASIG CITY,NCR SOUTH,PASIG CITY,,,false
Z06122,"RECUENCO GENERAL HOSPITAL, INC.",PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR SOUTHTAGUIG CITY,NCR SOUTH,TAGUIG CITY,,,false
Z06368,PASIG DOCTORS MEDICAL CENTER INC.,PRIVATE,CORPORATE,L2,EUROLINK | STASH PH,STASH PH,NCR SOUTHPASIG CITY,NCR SOUTH,PASIG CITY,,,false
Z07433,"POPE JOHN PAUL II HOSPITAL AND MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR SOUTHLAS PIÑAS CITY,NCR SOUTH,LAS PIÑAS CITY,,,false
Z12978,"BICUTAN MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR SOUTHTAGUIG CITY,NCR SOUTH,TAGUIG CITY,,,false
Z13001,HEALTHWAY CANCER CARE HOSPITAL,PRIVATE,CORPORATE,L3,STASH PH,STASH PH,NCR SOUTHTAGUIG CITY,NCR SOUTH,TAGUIG CITY,,,true
300428,"FAIRVIEW GENERAL HOSPITAL, INC.",PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
300626,PASCUAL GENERAL HOSPITAL,PRIVATE,CORPORATE,INF,MEDILINK,MEDILINK,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
300639,BERNARDINO GENERAL HOSPITAL I,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,Priority,false
300642,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC. (QUEZON CITY)",PRIVATE,CORPORATE,L1,EUROLINK | BIZBOX,BIZBOX,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
300643,"NOVALICHES GENERAL HOSPITAL, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
300645,"CRUZ-DALIDA  HOSPITAL, INC.",PRIVATE,CORPORATE,INF,MEDILINK,MEDILINK,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
300730,"VILLAROSA HOSPITAL, INC.",PRIVATE,CORPORATE,INF,EUROLINK,EUROLINK,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
300827,WORLD CITI MEDICAL CENTER,PRIVATE,CORPORATE,L3,KAISER,KAISER,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
300829,DR. FE DEL MUNDO MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
300832,ST. LUKE'S MEDICAL CENTER,PRIVATE,CORPORATE,L3,MEDILINK,MEDILINK,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,Top 100 HFs,Priority,false
