id_hci,faci_name,faci_own,faci_sub_own,faci_type,sp_sw,sp_eclaims,location_id,pro,province_city,if_top100,if_top460,nonpart_hf
Z03826,"DIONISIO M. CORNEL MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,EUROLINK,EUROLINK,NCR CENTRALRIZAL,NCR CENTRAL,RIZAL,,,false
202003,DIOSDADO P. MACAPAGAL MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,IIIAPAMPANGA,IIIA,PAMPANGA,,Priority,false
422628,DIVINE CARE HOSPITAL,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
271930,DIVINE GRACE MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,Priority,false
300127,DIVINE HEART MEDICAL SERVICE AND DEVELOPMENT COOPERATIVE HOSPITAL,PRIVATE,COOPERATIVE,L1,TTSI,TTSI,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
421639,DIVINE LOVE MEDICAL CENTER,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
073731,DIVINE MERCY FOUNDATION OF URDANETA HOSPITAL,PRIVATE,FOUNDATION,L1,BIZBOX,BIZBOX,IPANGASINAN,I,PANGASINAN,,,false
373333,"DIVINE MERCY HOSPITAL, INC.",PRIVATE,CORPORATE,L1,EUROLINK,EUROLINK,IVALAGUNA,IVA,LAGUNA,,,false
Z04982,"DIVINE MERCY WELLNESS CENTER, INC.",PRIVATE,CORPORATE,L2,EUROLINK | BIZBOX | PHIC,BIZBOX,IICAGAYAN,II,CAGAYAN,,Priority,false
Z07510,DIVINE PROVIDENCE INFIRMARY AND DIAGNOSTIC CENTER,PRIVATE,PARTNERSHIP,INF,EUROLINK,EUROLINK,CARBENGUET,CAR,BENGUET,,,false
260226,DIVINE WORD HOSPITAL (BULACAN),PRIVATE,SINGLE PROPRIETORSHIP,L1,BIZBOX,BIZBOX,IIIBBULACAN,IIIB,BULACAN,,,true
710130,DIVINE WORD HOSPITAL (LEYTE),PRIVATE,CORPORATE,L3,COMLOGIK,COMLOGIK,VIIILEYTE,VIII,LEYTE,,Priority,false
270127,DLS-DR. RODOLFO POBLETE MEMORIAL HOSPITAL,PRIVATE,FOUNDATION,L1,MEDILINK,MEDILINK,IVACAVITE,IVA,CAVITE,,,false
Z06738,DOCTORS COMMUNITY HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,BIZBOX,BIZBOX,XIDAVAO DE ORO,XI,DAVAO DE ORO,,,false
200901,DOMINGO B. FLORES DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,IIIAPAMPANGA,IIIA,PAMPANGA,,Priority,false
701826,DOMINGO CASANO HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,BIZBOX,BIZBOX,VIIIEASTERN SAMAR,VIII,EASTERN SAMAR,,Priority,false
820530,DON CARLOS DOCTORS HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L2,BIZBOX,BIZBOX,XBUKIDNON,X,BUKIDNON,,Priority,false
631101,DON EMILIO DEL VALLE MEMORIAL HOSPITAL,GOVERNMENT,DOH,L2,DOH | BIZBOX,BIZBOX,VIIBOHOL,VII,BOHOL,Top 100 HFs,Priority,false
590801,DON JOSE S. MONFORT MEDICAL CENTER,GOVERNMENT,DOH,L2,DOH,DOH,VIILOILO,VI,ILOILO,,Priority,false
550701,"DON LEOVIGILDO N. DIAPO, SR.MUNICIPAL HOSPITAL",GOVERNMENT,PROVINCIAL,INF,DOH,DOH,VIAKLAN,VI,AKLAN,,,false
420201,DON MANUEL LOPEZ MEMORIAL DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,IVBBATANGAS,IVB,BATANGAS,,,false
320601,DON MODESTO FORMILLEZA SR. MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,IHOMIS,IVBROMBLON,IVB,ROMBLON,,,false
603001,DON SALVADOR BENEDICTO MEMORIAL DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,VINEGROS OCCIDENTAL,VI,NEGROS OCCIDENTAL,,,false
593901,"DON VALERIO PALMARES, SR. MEMORIAL DISTRICT HOSPITAL",GOVERNMENT,PROVINCIAL,L1,EUROLINK | DOH,DOH,VIILOILO,VI,ILOILO,,,false
521801,DONSOL DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,VSORSOGON,V,SORSOGON,,Priority,false
031003,DOÑA JOSEFA EDRALIN MARCOS DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,IILOCOS NORTE,I,ILOCOS NORTE,,,false
910601,DOÑA MARIA D. TAN MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,XMISAMIS OCCIDENTAL,X,MISAMIS OCCIDENTAL,,Priority,false
710131,DOÑA REMEDIOS TRINIDAD-ROMUALDEZ EDUCATIONAL FOUNDATION HOSPITAL,PRIVATE,CORPORATE,L2,EUROLINK | COMLOGIK,COMLOGIK,VIIILEYTE,VIII,LEYTE,,,false
Z05018,DR. ABDULLAH HOSPITAL FOUNDATION INC.,PRIVATE,FOUNDATION,L1,EUROLINK,EUROLINK,BARMMLANAO DEL SUR,BARMM,LANAO DEL SUR,,,false
933001,DR. AMADO B. DIAZ PROVINCIAL FOUNDATION HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,XIINORTH COTABATO,XII,NORTH COTABATO,,Priority,false
491643,"DR. AMANDO D. COPE MEMORIAL HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,VALBAY,V,ALBAY,,,false
201733,"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,EUROLINK | COMLOGIK | BIZBOX,COMLOGIK,IIIAPAMPANGA,IIIA,PAMPANGA,,,false
201801,DR. ANDRES J. LUCIANO DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,IIIAPAMPANGA,IIIA,PAMPANGA,,Priority,false
232333,DR. APOLLO Q. DUQUE MEMORIAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,BIZBOX,BIZBOX,IIIBNUEVA ECIJA,IIIB,NUEVA ECIJA,,,false
970830,DR. ARTURO P. PINGOY MEDICAL CENTER,PRIVATE,CORPORATE,L2,TTSI,TTSI,XIISOUTH COTABATO,XII,SOUTH COTABATO,,,false
491928,DR. BERNARDO B. CORRAL MEMORIAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,VALBAY,V,ALBAY,,,false
030227,DR. BONIFACIA V. ALBANO MEMORIAL HOSPITAL,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IILOCOS NORTE,I,ILOCOS NORTE,,,false
Z06817,DR. CABUCO HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,BIZBOX,BIZBOX,IIIBBULACAN,IIIB,BULACAN,,,false
580201,DR. CATALINO GALLEGO NAVA PROVINCIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,VIGUIMARAS,VI,GUIMARAS,,Priority,false
970401,DR. CORNELIO T. MARTINEZ SR. MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,XIISARANGANI,XII,SARANGANI,,Priority,false
Z05748,DR. DICK UY FAUM HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,EUROLINK,EUROLINK,XMISAMIS OCCIDENTAL,X,MISAMIS OCCIDENTAL,,,false
932828,"DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDATION, INC.",PRIVATE,FOUNDATION,L2,BIZBOX,BIZBOX,XIISULTAN KUDARAT,XII,SULTAN KUDARAT,,Priority,false
110127,DR. DOMINGO S. DE LEON GENERAL HOSPITAL,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IICAGAYAN,II,CAGAYAN,,,false
262126,DR. EDUARDO V. ROQUERO MEMORIAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,IIIBBULACAN,IIIB,BULACAN,,,false
200202,DR. EMIGDIO C. CRUZ SR. MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,IIIAPAMPANGA,IIIA,PAMPANGA,,Priority,false
491126,DR. ERLINDA B. ESTANISLAO MEMORIAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,VALBAY,V,ALBAY,,,false
423401,DR. ERNESTO H. MALABANAN MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,IVBBATANGAS,IVB,BATANGAS,,,false
131333,"DR. ESTER R. GARCIA MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IIISABELA,II,ISABELA,,,false
210827,"DR. EUTIQUIO LL. ATANACIO JR. MEMORIAL HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX | EUROLINK,BIZBOX,IIIATARLAC,IIIA,TARLAC,,,false
300829,DR. FE DEL MUNDO MEDICAL CENTER,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
Z12507,DR. FELIX T. REYES MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,IHOMIS,IIIBBULACAN,IIIB,BULACAN,,,false
Z04402,DR. FLORENTINO C. DOBLE MEMORIAL HOSPITAL (FORMERLY KAINOMAYAN PRIMARY HOSPITAL),GOVERNMENT,LGU,INF,BIZBOX,BIZBOX,IIIAZAMBALES,IIIA,ZAMBALES,,,false
Z06861,DR. FRANCISCO C. PARCON CLINIC & HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,EUROLINK,EUROLINK,XIISOUTH COTABATO,XII,SOUTH COTABATO,,,false
Z10868,"DR. G. AKAS HOSPITAL, INC.",PRIVATE,CORPORATE,INF,TTSI,TTSI,BARMMMAGUINDANAO,BARMM,MAGUINDANAO,,,false
Z12084,DR. GEORGE TOCAO HOFER MEDICAL CENTER,GOVERNMENT,PROVINCIAL,L1,KAISER,KAISER,IXZAMBOANGA SIBUGAY,IX,ZAMBOANGA SIBUGAY,,Priority,false
232726,DR. GLORIA D. LACSON GENERAL HOSPITAL,PRIVATE,FOUNDATION,L1,BIZBOX,BIZBOX,IIIBNUEVA ECIJA,IIIB,NUEVA ECIJA,,,false
720701,DR. GREGORIO B. TAN MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,VIIINORTHERN SAMAR,VIII,NORTHERN SAMAR,,,false
602928,DR. GUMERSINDO GARCIA SR. MEMORIAL HOSPITAL,PRIVATE,CORPORATE,INF,BIZBOX,BIZBOX,VINEGROS OCCIDENTAL,VI,NEGROS OCCIDENTAL,,,false
780427,DR. HENRY M. DE VILLA MEMORIAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,EUROLINK,EUROLINK,IXZAMBOANGA SIBUGAY,IX,ZAMBOANGA SIBUGAY,,,false
642326,DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL,PRIVATE,CORPORATE,INF,BIZBOX,BIZBOX,VIICEBU,VII,CEBU,,,false
300849,DR. JESUS C. DELGADO MEMORIAL HOSPITAL,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
Z07181,DR. JOHN A. IGLESIA MEDICAL CLINIC,PRIVATE,SINGLE PROPRIETORSHIP,INF,COMLOGIK,COMLOGIK,IIIATARLAC,IIIA,TARLAC,,,false
970102,DR. JORGE P. ROYECA CITY HOSPITAL,GOVERNMENT,LGU,L2,DOH,DOH,XIISOUTH COTABATO,XII,SOUTH COTABATO,,Priority,false
280501,DR. JOSE FABELLA MEMORIAL HOSPITAL,GOVERNMENT,DOH,L3,DOH,DOH,NCR NORTHCITY OF MANILA,NCR NORTH,CITY OF MANILA,Top 100 HFs,Priority,false
783232,"DR. JOSE MA. TORRES MEMORIAL FOUNDATION HOSPITAL, INC.",PRIVATE,FOUNDATION,INF,BIZBOX,BIZBOX,BARMMBASILAN,BARMM,BASILAN,,,false
644001,DR. JOSE MA. V. BORROMEO MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,VIICEBU,VII,CEBU,,,false
313701,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM,GOVERNMENT,DOH,L3,EUROLINK | EMED,EMED,NCR NORTHCALOOCAN CITY,NCR NORTH,CALOOCAN CITY,Top 100 HFs,Priority,false
371701,DR. JOSE P. RIZAL MEMORIAL DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,IVALAGUNA,IVA,LAGUNA,Top 100 HFs,Priority,false
Z07753,DR. JOSE RIZAL DISTRICT HOSPITAL,GOVERNMENT,LGU,INF,DOH,DOH,IVBPALAWAN,IVB,PALAWAN,,,false
771401,DR. JOSE RIZAL MEMORIAL HOSPITAL,GOVERNMENT,DOH,L2,DOH,IHOMIS+,IXZAMBOANGA DEL NORTE,IX,ZAMBOANGA DEL NORTE,Top 100 HFs,Priority,false
634526,DR. LIM'S CLINIC AND HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,BIZBOX,BIZBOX,VIIBOHOL,VII,BOHOL,,,false
950566,"DR. LORENZO B. PRINCIPE CLINIC & DRUGSTORE, INC.",PRIVATE,CORPORATE,INF,SEGWORKS,SEGWORKS,XIDAVAO DEL SUR,XI,DAVAO DEL SUR,,,false
491601,DR. LORENZO P. ZIGA MEMORIAL DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,VALBAY,V,ALBAY,,Priority,false
261926,DR. MAGDALENA S. REYES MEMORIAL HOSPITAL,PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,IIIBBULACAN,IIIB,BULACAN,,,false
713301,DR. MANUEL B. VELOSO MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,,PGL,VIIILEYTE,VIII,LEYTE,,,false
073928,"DR. MARCELO M. CHAN MEMORIAL HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IPANGASINAN,I,PANGASINAN,,,false
461036,DR. MIGUEL V. ALEGRE HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,VCAMARINES NORTE,V,CAMARINES NORTE,,,false
Z09691,DR. MOISES V. CACAWA MEMORIAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,COMLOGIK,COMLOGIK,VCAMARINES NORTE,V,CAMARINES NORTE,,,false
300855,DR. MONTANO G. RAMOS GENERAL HOSPITAL CORPORATION,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
470135,DR. NILO O. ROA MEMORIAL FOUNDATION HOSPITAL INC.,PRIVATE,FOUNDATION,INF,TTSI,TTSI,VCAMARINES SUR,V,CAMARINES SUR,,,false
600133,DR. PABLO O. TORRE MEMORIAL HOSPITAL,PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,VINEGROS OCCIDENTAL,VI,NEGROS OCCIDENTAL,,Priority,false
230103,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,GOVERNMENT,DOH,L3,BIZBOX,BIZBOX,IIIBNUEVA ECIJA,IIIB,NUEVA ECIJA,Top 100 HFs,Priority,false
LX0032,DR. PERALTA HOSPITAL CO.,PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,IIIBBULACAN,IIIB,BULACAN,,,false
010136,DR. PETRONILO V. SEARES SR. MEMORIAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,MEDILINK,MEDILINK,CARABRA,CAR,ABRA,,,false
Z07697,DR. R.A.M. ALBUTRA GENERAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,XIINORTH COTABATO,XII,NORTH COTABATO,,,false
550102,DR. RAFAEL S. TUMBOKON MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L2,BIZBOX,BIZBOX,VIAKLAN,VI,AKLAN,Top 100 HFs,Priority,false
Z07854,DR. RAMON B. GUSTILO HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,EUROLINK,EUROLINK,VINEGROS OCCIDENTAL,VI,NEGROS OCCIDENTAL,,,false
Z07309,"DR. RAMON PESANTE CLINIC AND HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,XIINORTH COTABATO,XII,NORTH COTABATO,,Priority,false
591201,"DR. RICARDO S. PROVIDO, SR. MEMORIAL DISTRICT HOSPITAL",GOVERNMENT,PROVINCIAL,L1,DOH,DOH,VIILOILO,VI,ILOILO,,Priority,false
591901,DR. RICARDO Y. LADRIDO MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L1,EUROLINK | DOH,DOH,VIILOILO,VI,ILOILO,,,false
473230,DR. ROBOSA HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,VCAMARINES SUR,V,CAMARINES SUR,,,false
970631,DR. ROGELIO M. GARCIA MEMORIAL HOSPITAL,PRIVATE,CORPORATE,INF,SONSYSTEMS,SONSYSTEMS,XIISOUTH COTABATO,XII,SOUTH COTABATO,,,false
110134,"DR. RONALD P. GUZMAN MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IICAGAYAN,II,CAGAYAN,,,false
890702,"DR. SERAPIO B. MONTAÑER JR., AL-HAJ MEMORIAL HOSPITAL",GOVERNMENT,DOH,L1,TTSI,TTSI,BARMMLANAO DEL SUR,BARMM,LANAO DEL SUR,,Priority,false
491031,DR. SOFRONIO B. GARCIA MEMORIAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,VALBAY,V,ALBAY,,,false
110801,DR. TOMAS L. NOLASCO SR. MEMORIAL HOSPITAL- REPRODUCTIVE HEALTH CENTER,GOVERNMENT,LGU,INF,DOH | BIZBOX | PHIC,BIZBOX,IICAGAYAN,II,CAGAYAN,,,false
Z07869,DR. TOMAS SR. AND MARIA QUILANG MEDICAL AND MATERNITY CLINIC,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,CARIFUGAO,CAR,IFUGAO,,,false
880126,"DR. UY HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,XLANAO DEL NORTE,X,LANAO DEL NORTE,,,false
311929,DR. VICTOR R. POTENCIANO MEDICAL CENTER,PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,NCR NORTHMANDALUYONG CITY,NCR NORTH,MANDALUYONG CITY,,Priority,false
130131,DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,BIZBOX,BIZBOX,IIISABELA,II,ISABELA,,,false
260726,"DR. YANGA'S HOSPITAL, INC.",PRIVATE,CORPORATE,L1,EUROLINK | COMLOGIK,COMLOGIK,IIIBBULACAN,IIIB,BULACAN,,,false
270501,DRA. OLIVIA SALAMANCA MEMORIAL DISTRICT HOSPITAL,GOVERNMENT,LGU,L1,,,IVACAVITE,IVA,CAVITE,,,true
800332,DUAY HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,EUROLINK | BIZBOX,BIZBOX,CARAGAAGUSAN DEL NORTE,CARAGA,AGUSAN DEL NORTE,,,false
132727,DUMLAO HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,TOPAZ | BIZBOX | PHIC,BIZBOX,IIISABELA,II,ISABELA,,,false
150802,DUPAX DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH | EUROLINK | PHIC,EUROLINK,IINUEVA VIZCAYA,II,NUEVA VIZCAYA,,,false
311539,E. ZARATE HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,MEDILINK,MEDILINK,NCR SOUTHLAS PIÑAS CITY,NCR SOUTH,LAS PIÑAS CITY,,,false
202328,E.D. LIM MEDICAL CENTER,PRIVATE,SINGLE PROPRIETORSHIP,L1,EUROLINK,EUROLINK,IIIAPAMPANGA,IIIA,PAMPANGA,,,false
300810,EAST AVENUE MEDICAL CENTER,GOVERNMENT,UNKNOWN,L3,BIZBOX,BIZBOX,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,Top 100 HFs,Priority,false
500101,EASTERN BICOL MEDICAL CENTER,GOVERNMENT,PROVINCIAL,L2,DOH,DOH,VCATANDUANES,V,CATANDUANES,,Priority,false
Z05946,EASTERN LAGUNA MEDICAL HOSPITAL,PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,IVALAGUNA,IVA,LAGUNA,,,false
073502,EASTERN PANGASINAN DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L2,EUROLINK,EXAKT,IPANGASINAN,I,PANGASINAN,,Priority,false
700101,EASTERN SAMAR PROVINCIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L2,DOH,IHOMIS+,VIIIEASTERN SAMAR,VIII,EASTERN SAMAR,,Priority,false
Z06461,EASTERN VISAYAS MEDICAL CENTER,GOVERNMENT,DOH,L3,EMED,EMED,VIIILEYTE,VIII,LEYTE,Top 100 HFs,Priority,false
131804,ECHAGUE DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH | PHIC,DOH,IIISABELA,II,ISABELA,,,false
230104,EDUARDO L. JOSON MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,IIIBNUEVA ECIJA,IIIB,NUEVA ECIJA,,Priority,false
780107,EDWIN ANDREWS AIR BASE HOSPITAL,GOVERNMENT,DND,INF,DOH,DOH,IXZAMBOANGA DEL SUR,IX,ZAMBOANGA DEL SUR,,,false
Z06655,EL CORAZON DE JESUS MEDICAL & DIAGNOSTIC CLINIC,PRIVATE,SINGLE PROPRIETORSHIP,INF,EUROLINK,EUROLINK,IPANGASINAN,I,PANGASINAN,,,false
Z08594,EL NIDO COMMUNITY HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,IVBPALAWAN,IVB,PALAWAN,,,false
601101,ELEUTERIO T. DECENA MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,VINEGROS OCCIDENTAL,VI,NEGROS OCCIDENTAL,,,false
074030,ELGUIRA GENERAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L2,BIZBOX,BIZBOX,IPANGASINAN,I,PANGASINAN,,,false
Z10660,ELSEÑOR INFIRMARY,PRIVATE,SINGLE PROPRIETORSHIP,INF,TTSI,TTSI,VALBAY,V,ALBAY,,,false
133101,ELVIN U. MASIGAN INTEGRATED MEMORIAL HOSPITAL,GOVERNMENT,LGU,INF,BIZBOX | PHIC,BIZBOX,IIISABELA,II,ISABELA,,,false
270829,EMILIO AGUINALDO COLLEGE MEDICAL CENTER CAVITE,PRIVATE,FOUNDATION,L2,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
260202,EMILIO G. PEREZ MEMORIAL DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,IHOMIS+,IIIBBULACAN,IIIB,BULACAN,,,false
262226,EMMANUEL HOSPITAL,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IIIBBULACAN,IIIB,BULACAN,,,false
950147,ERNESTO GUADALUPE COMMUNITY HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,XIDAVAO DEL SUR,XI,DAVAO DEL SUR,,,false
Z05150,EROS HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,EUROLINK,EUROLINK,BARMMMAGUINDANAO,BARMM,MAGUINDANAO,,,false
Z07712,EROS MEDICAL CLINIC,PRIVATE,SINGLE PROPRIETORSHIP,INF,EUROLINK,EUROLINK,BARMMCOTABATO CITY,BARMM,COTABATO CITY,,,false
200801,ESCOLASTICA ROMERO DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,IIIAPAMPANGA,IIIA,PAMPANGA,Top 100 HFs,Priority,false
810402,ESPERANZA MEDICARE COMMUNITY HOSPITAL,GOVERNMENT,PROVINCIAL,INF,MEDILINK,MEDILINK,CARAGAAGUSAN DEL SUR,CARAGA,AGUSAN DEL SUR,,,false
942036,ESTELA MEDICAL CLINIC & PHARMACY,PRIVATE,SINGLE PROPRIETORSHIP,INF,MATUTES,MATUTES,XIDAVAO DEL NORTE,XI,DAVAO DEL NORTE,,,false
490128,"ESTEVEZ MEMORIAL HOSPITAL, INC.",PRIVATE,CORPORATE,L2,EUROLINK | COMLOGIK | BIZBOX,BIZBOX,VALBAY,V,ALBAY,,,false
820153,ESTHER HOSPITAL,PRIVATE,CORPORATE,L1,BIZBOX | CEREBRO,CEREBRO,XBUKIDNON,X,BUKIDNON,,,false
932832,EVANGELISTA MEDICAL CLINIC AND HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,TOPAZ | BIZBOX,BIZBOX,XIISULTAN KUDARAT,XII,SULTAN KUDARAT,,,false
373337,"EVANGELISTA MEDICAL SPECIALTY HOSPITAL, INC.",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,,false
643302,EVERSLEY CHILDS SANITARIUM AND GENERAL HOSPITAL,GOVERNMENT,DOH,L2,DOH,DOH,VIICEBU,VII,CEBU,,Priority,false
Z09210,EYV MEDICAL INFIRMARY,PRIVATE,CORPORATE,INF,,PGL,VIIILEYTE,VIII,LEYTE,,,false
Z07673,"F.P. URBIZTONDO MEDICAL HOSPITAL, INC.",PRIVATE,CORPORATE,INF,TUO,TUO,CARAGASURIGAO DEL SUR,CARAGA,SURIGAO DEL SUR,,,false
300429,"F.Y. MANALO MEDICAL FOUNDATION, INC.",PRIVATE,FOUNDATION,L2,BIZBOX,BIZBOX,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
Z00666,FABELLA-NARCISO MEDICAL & MATERNITY CLINIC,PRIVATE,CORPORATE,INF,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
300428,"FAIRVIEW GENERAL HOSPITAL, INC.",PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
373335,"FAMILY CARE HOSPITAL, INC.",PRIVATE,CORPORATE,INF,EUROLINK,EUROLINK,IVALAGUNA,IVA,LAGUNA,,,false
140103,FAR NORTH LUZON GENERAL HOSPITAL AND TRAINING CENTER,GOVERNMENT,DOH,L2,DOH,EKONSULTA,CARAPAYAO,CAR,APAYAO,,Priority,false
Z06784,FATIMA UNIVERSITY MEDICAL CENTER ANTIPOLO CORP.,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR CENTRALRIZAL,NCR CENTRAL,RIZAL,,,false
262729,FATIMA UNIVERSITY MEDICAL CENTER CORPORATION,PRIVATE,CORPORATE,L3,BIZBOX,BIZBOX,NCR NORTHVALENZUELA CITY,NCR NORTH,VALENZUELA CITY,,,false
